Facility Id,Hospital Name,Indicator Name,Year,Infections observed,Infections predicted,Denominator,Indicator value,Indicator Lower confidence limit,Indicator Upper confidence limit,Indicator units,Comparison results,Location 1
804,Massena Memorial Hospital,SSI Overall Standardized Infection Ratio,2013,4,1.08,,3.69,1.01,9.46,,Significantly higher than NYS 2013 average,"(44.935619, -74.907271)"
804,Massena Memorial Hospital,CDI Community Onset Not-My-Hospital,2014,10,,2938,0.34,0.16,0.63,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(44.935619, -74.907271)"
804,Massena Memorial Hospital,CDI Hospital Onset,2014,3,3.14,4065,10.11,1.14,36.99,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2014 average,"(44.935619, -74.907271)"
804,Massena Memorial Hospital,CDI Possibly-My-Hospital Associated,2014,3,,9063,3.31,0.07,0.97,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(44.935619, -74.907271)"
804,Massena Memorial Hospital,CLABSI Medical Surgical ICU,2014,,,,,,,# CLABSI per 1000 line days,"Not compared, less than 50 central line days","(44.935619, -74.907271)"
804,Massena Memorial Hospital,CLABSI Overall Standardized Infection Ratio,2014,,,,,,,,"Not compared, less than 50 central line days","(44.935619, -74.907271)"
804,Massena Memorial Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2014,0,,3148,0,,,"# admission prevalent CRE BSIs per 1,0000 admissions",Not compared,"(44.935619, -74.907271)"
804,Massena Memorial Hospital,CRE Admission Prevalence Rate- all body sites,2014,0,,3148,0,,,"# admission prevalent CRE infections per 1,0000 admissions",Not compared,"(44.935619, -74.907271)"
804,Massena Memorial Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,0,,9633,0,0,3.83,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(44.935619, -74.907271)"
804,Massena Memorial Hospital,CRE Hospital Onset Infection Rate- all body sites,2014,0,,9633,0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(44.935619, -74.907271)"
804,Massena Memorial Hospital,SSI Colon,2014,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(44.935619, -74.907271)"
804,Massena Memorial Hospital,SSI Hip,2014,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(44.935619, -74.907271)"
804,Massena Memorial Hospital,SSI Hysterectomy,2014,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(44.935619, -74.907271)"
804,Massena Memorial Hospital,SSI Overall Standardized Infection Ratio,2014,2,1.63,,1.22,0.15,4.42,,Not significantly different than NYS 2014 average,"(44.935619, -74.907271)"
812,Gouverneur Hospital,CLABSI Medical Surgical ICU,2008,,,,,,,# CLABSI per 1000 line days,"Not compared, less than 50 central line days","(44.338198, -75.474402)"
812,Gouverneur Hospital,CLABSI Overall Standardized Infection Ratio,2008,,,,,,,,"Not compared, less than 50 central line days","(44.338198, -75.474402)"
812,Gouverneur Hospital,SSI Colon,2008,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(44.338198, -75.474402)"
812,Gouverneur Hospital,SSI Overall Standardized Infection Ratio,2008,,,,,,,,"Not compared, less than 20 procedures","(44.338198, -75.474402)"
812,Gouverneur Hospital,CLABSI Medical Surgical ICU,2009,,,,,,,# CLABSI per 1000 line days,"Not compared, less than 50 central line days","(44.338198, -75.474402)"
812,Gouverneur Hospital,CLABSI Overall Standardized Infection Ratio,2009,,,,,,,,"Not compared, less than 50 central line days","(44.338198, -75.474402)"
812,Gouverneur Hospital,CDI Community Onset Not-My-Hospital,2010,4,,1314,0.3,0.08,0.78,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(44.338198, -75.474402)"
812,Gouverneur Hospital,CDI Hospital Onset,2010,0,5.09,3817,0,0,11.35,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Significantly lower than NYS 2010 average,"(44.338198, -75.474402)"
812,Gouverneur Hospital,CDI Possibly-My-Hospital Associated,2010,0,,6180,0,0,0.48,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(44.338198, -75.474402)"
812,Gouverneur Hospital,SSI Colon,2010,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(44.338198, -75.474402)"
812,Gouverneur Hospital,SSI Overall Standardized Infection Ratio,2010,,,,,,,,"Not compared, less than 20 procedures","(44.338198, -75.474402)"
812,Gouverneur Hospital,CDI Community Onset Not-My-Hospital,2011,5,,1245,0.4,0.13,0.93,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(44.338198, -75.474402)"
812,Gouverneur Hospital,CDI Hospital Onset,2011,4,5.41,4151,9.49,1.59,29.86,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(44.338198, -75.474402)"
812,Gouverneur Hospital,CDI Possibly-My-Hospital Associated,2011,3,,6399,4.69,0.1,1.37,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(44.338198, -75.474402)"
812,Gouverneur Hospital,SSI Colon,2011,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(44.338198, -75.474402)"
812,Gouverneur Hospital,SSI Overall Standardized Infection Ratio,2011,,,,,,,,"Not compared, less than 20 procedures","(44.338198, -75.474402)"
812,Gouverneur Hospital,CDI Community Onset Not-My-Hospital,2012,0,,979,0,0,0.31,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(44.338198, -75.474402)"
812,Gouverneur Hospital,CDI Hospital Onset,2012,4,4.41,3479,11.36,1.91,35.75,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2012 average,"(44.338198, -75.474402)"
812,Gouverneur Hospital,CDI Possibly-My-Hospital Associated,2012,0,,5249,0,0,0.57,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(44.338198, -75.474402)"
812,Gouverneur Hospital,SSI Colon,2012,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(44.338198, -75.474402)"
812,Gouverneur Hospital,SSI Hysterectomy,2012,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(44.338198, -75.474402)"
812,Gouverneur Hospital,SSI Overall Standardized Infection Ratio,2012,,,,,,,,"Not compared, less than 20 procedures","(44.338198, -75.474402)"
815,Canton-Potsdam Hospital,CLABSI Medical Surgical ICU,2008,0,0.41,197,0,0,15.21,# CLABSI per 1000 line days,Not significantly different than NYS 2008 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CLABSI Overall Standardized Infection Ratio,2008,0,0.41,,0,0,7.35,,Not significantly different than NYS 2008 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Colon,2008,1,1.64,36,2.7,0.07,15.06,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2008 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Hip,2008,1,0.9,66,1.25,0.03,6.97,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2008 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Overall Standardized Infection Ratio,2008,2,2.54,,0.79,0.1,2.85,,Not significantly different than NYS 2008 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CLABSI Medical Surgical ICU,2009,0,0.19,102,0,0,29.37,# CLABSI per 1000 line days,Not significantly different than NYS 2009 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CLABSI Overall Standardized Infection Ratio,2009,0,0.19,,0,0,15.67,,Not significantly different than NYS 2009 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Colon,2009,5,3.86,73,6.3,2.05,14.7,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2009 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Hip,2009,2,0.82,74,2.77,0.34,10,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2009 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Overall Standardized Infection Ratio,2009,7,4.68,,1.49,0.6,3.08,,Not significantly different than NYS 2009 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CDI Community Onset Not-My-Hospital,2010,19,,4376,0.43,0.26,0.68,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CDI Hospital Onset,2010,3,6.51,8040,5.78,0.65,21.15,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2010 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CDI Possibly-My-Hospital Associated,2010,4,,15695,2.55,0.07,0.65,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CLABSI Medical Surgical ICU,2010,0,0.17,123,0,0,24.36,# CLABSI per 1000 line days,Not significantly different than NYS 2010 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CLABSI Overall Standardized Infection Ratio,2010,0,0.17,,0,0,18,,Not significantly different than NYS 2010 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Colon,2010,2,3.11,57,3.06,0.37,11.04,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2010 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Hip,2010,1,1.05,70,1.05,0.03,5.85,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2010 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Overall Standardized Infection Ratio,2010,3,4.16,,0.72,0.15,2.11,,Not significantly different than NYS 2010 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CDI Community Onset Not-My-Hospital,2011,19,,4227,0.45,0.27,0.7,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CDI Hospital Onset,2011,5,7.6,7404,8.44,1.82,23.89,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2011 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CDI Possibly-My-Hospital Associated,2011,3,,14768,2.03,0.04,0.59,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CLABSI Medical Surgical ICU,2011,0,0.14,111,0,0,26.99,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CLABSI Overall Standardized Infection Ratio,2011,0,0.14,,0,0,21.06,,Not significantly different than NYS 2011 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Colon,2011,4,2.68,48,7.39,2.01,18.92,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Hip,2011,0,1,69,0,0,3.46,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Overall Standardized Infection Ratio,2011,4,3.68,,1.09,0.3,2.78,,Not significantly different than NYS 2011 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CDI Community Onset Not-My-Hospital,2012,24,,4319,0.56,0.36,0.83,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CDI Hospital Onset,2012,8,6.5,7117,15.4,4.95,35.75,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2012 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CDI Possibly-My-Hospital Associated,2012,7,,14599,4.79,0.19,0.99,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CLABSI Medical Surgical ICU,2012,0,0.09,96,0,0,31.21,# CLABSI per 1000 line days,Not significantly different than NYS 2012 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CLABSI Overall Standardized Infection Ratio,2012,0,0.09,,0,0,32.06,,Not significantly different than NYS 2012 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Colon,2012,1,1.91,38,2.45,0.06,13.66,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Hip,2012,1,0.92,56,1.19,0.03,6.61,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Hysterectomy,2012,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Overall Standardized Infection Ratio,2012,2,2.91,,0.69,0.08,2.49,,Not significantly different than NYS 2012 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CDI Community Onset Not-My-Hospital,2013,17,,3788,0.45,0.26,0.72,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CDI Hospital Onset,2013,5,6.37,8295,8.85,1.91,25.04,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2013 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CDI Possibly-My-Hospital Associated,2013,4,,15009,2.67,0.07,0.68,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CLABSI Medical Surgical ICU,2013,0,0.07,79,0,0,37.92,# CLABSI per 1000 line days,Not significantly different than NYS 2013 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CLABSI Overall Standardized Infection Ratio,2013,0,0.07,,0,0,41.35,,Not significantly different than NYS 2013 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Colon,2013,3,3.79,54,5.47,1.13,15.99,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2013 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Hip,2013,0,0.44,48,0,0,6.08,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2013 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Hysterectomy,2013,0,0.5,31,0,0,9.26,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2013 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Overall Standardized Infection Ratio,2013,3,4.73,,0.63,0.13,1.85,,Not significantly different than NYS 2013 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CDI Community Onset Not-My-Hospital,2014,23,,3085,0.75,0.47,1.12,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CDI Hospital Onset,2014,6,7.61,10114,8.34,2.14,21.77,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2014 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CDI Possibly-My-Hospital Associated,2014,7,,15681,4.46,0.18,0.92,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CLABSI Medical Surgical ICU,2014,0,0.11,127,0,0,23.59,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CLABSI Overall Standardized Infection Ratio,2014,0,0.11,,0,0,27.22,,Not significantly different than NYS 2014 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2014,0,,3597,0,,,"# admission prevalent CRE BSIs per 1,0000 admissions",Not compared,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CRE Admission Prevalence Rate- all body sites,2014,0,,3597,0,,,"# admission prevalent CRE infections per 1,0000 admissions",Not compared,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,0,,17265,0,0,2.14,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,CRE Hospital Onset Infection Rate- all body sites,2014,0,,17265,0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Colon,2014,3,3.87,55,5.1,1.05,14.91,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Hip,2014,2,0.57,60,3.27,0.4,11.8,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Hysterectomy,2014,0,0.71,52,0,0,5.66,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(44.676147, -74.981529)"
815,Canton-Potsdam Hospital,SSI Overall Standardized Infection Ratio,2014,5,5.15,,0.97,0.32,2.27,,Not significantly different than NYS 2014 average,"(44.676147, -74.981529)"
818,Saratoga Hospital,CLABSI Medical Surgical ICU,2008,1,3.33,1609,0.62,0.02,3.46,# CLABSI per 1000 line days,Not significantly different than NYS 2008 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,CLABSI Overall Standardized Infection Ratio,2008,1,3.33,,0.3,0.01,1.67,,Not significantly different than NYS 2008 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Colon,2008,1,5.74,130,0.77,0.02,4.3,"# SSI per 100 procedures, risk-adjusted",Significantly lower than NYS 2008 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Hip,2008,2,1.89,151,1.18,0.14,4.27,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2008 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Overall Standardized Infection Ratio,2008,3,7.63,,0.39,0.08,1.15,,Not significantly different than NYS 2008 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,CLABSI Medical Surgical ICU,2009,0,3.11,1661,0,0,1.8,# CLABSI per 1000 line days,Significantly lower than NYS 2009 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,CLABSI Overall Standardized Infection Ratio,2009,0,3.11,,0,0,0.96,,Significantly lower than NYS 2009 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Colon,2009,2,6.32,136,1.54,0.19,5.56,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2009 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Hip,2009,3,1.59,157,2.15,0.44,6.29,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2009 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Overall Standardized Infection Ratio,2009,5,7.91,,0.63,0.21,1.47,,Not significantly different than NYS 2009 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,CDI Community Onset Not-My-Hospital,2010,14,,9580,0.15,0.08,0.25,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(43.08485, -73.796168)"
818,Saratoga Hospital,CDI Hospital Onset,2010,17,37.62,30379,5.67,2.75,10.26,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Significantly lower than NYS 2010 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,CDI Possibly-My-Hospital Associated,2010,9,,47652,1.89,0.09,0.36,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(43.08485, -73.796168)"
818,Saratoga Hospital,CLABSI Medical Surgical ICU,2010,1,1.53,1134,0.88,0.02,4.91,# CLABSI per 1000 line days,Not significantly different than NYS 2010 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,CLABSI Overall Standardized Infection Ratio,2010,1,1.53,,0.65,0.02,3.63,,Not significantly different than NYS 2010 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Colon,2010,7,4.93,120,6.76,2.72,13.93,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2010 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Hip,2010,2,2.1,198,1.05,0.13,3.79,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2010 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Overall Standardized Infection Ratio,2010,9,7.03,,1.28,0.59,2.43,,Not significantly different than NYS 2010 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,CDI Community Onset Not-My-Hospital,2011,14,,9777,0.14,0.08,0.24,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(43.08485, -73.796168)"
818,Saratoga Hospital,CDI Hospital Onset,2011,6,36.81,30716,2.09,0.54,5.46,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Significantly lower than NYS 2011 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,CDI Possibly-My-Hospital Associated,2011,6,,48339,1.24,0.05,0.27,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(43.08485, -73.796168)"
818,Saratoga Hospital,CLABSI Medical Surgical ICU,2011,2,1.56,1215,1.65,0.2,5.95,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,CLABSI Overall Standardized Infection Ratio,2011,2,1.56,,1.28,0.16,4.64,,Not significantly different than NYS 2011 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Colon,2011,6,4.23,98,7.03,2.58,15.3,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Hip,2011,2,2.57,239,0.9,0.11,3.26,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Overall Standardized Infection Ratio,2011,8,6.8,,1.18,0.51,2.32,,Not significantly different than NYS 2011 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,CDI Community Onset Not-My-Hospital,2012,12,,8655,0.14,0.07,0.24,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(43.08485, -73.796168)"
818,Saratoga Hospital,CDI Hospital Onset,2012,14,35.8,32536,4.89,2.18,9.37,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Significantly lower than NYS 2012 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,CDI Possibly-My-Hospital Associated,2012,5,,48194,1.04,0.03,0.24,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(43.08485, -73.796168)"
818,Saratoga Hospital,CLABSI Medical Surgical ICU,2012,2,1.46,1501,1.33,0.16,4.81,# CLABSI per 1000 line days,Not significantly different than NYS 2012 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,CLABSI Overall Standardized Infection Ratio,2012,2,1.46,,1.37,0.17,4.95,,Not significantly different than NYS 2012 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Colon,2012,4,4.8,114,3.9,1.06,9.97,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Hip,2012,8,2.26,245,3.86,1.67,7.61,"# SSI per 100 procedures, risk-adjusted",Significantly higher than NYS 2012 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Hysterectomy,2012,0,0.54,49,0,0,9.15,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Overall Standardized Infection Ratio,2012,12,7.6,,1.58,0.82,2.76,,Not significantly different than NYS 2012 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,CDI Community Onset Not-My-Hospital,2013,18,,8545,0.21,0.12,0.33,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(43.08485, -73.796168)"
818,Saratoga Hospital,CDI Hospital Onset,2013,8,38.84,30322,2.32,0.75,5.39,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Significantly lower than NYS 2013 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,CDI Possibly-My-Hospital Associated,2013,5,,45768,1.09,0.04,0.25,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(43.08485, -73.796168)"
818,Saratoga Hospital,CLABSI Medical Surgical ICU,2013,1,1.22,1326,0.75,0.02,4.2,# CLABSI per 1000 line days,Not significantly different than NYS 2013 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,CLABSI Overall Standardized Infection Ratio,2013,1,1.22,,0.82,0.02,4.58,,Not significantly different than NYS 2013 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Colon,2013,4,8.12,135,3.4,0.93,8.7,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2013 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Hip,2013,1,2.44,287,0.37,0.01,2.05,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2013 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Hysterectomy,2013,0,0.21,24,0,0,22.48,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2013 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Overall Standardized Infection Ratio,2013,5,10.77,,0.46,0.15,1.08,,Not significantly different than NYS 2013 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,CDI Community Onset Not-My-Hospital,2014,36,,8549,0.42,0.3,0.58,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(43.08485, -73.796168)"
818,Saratoga Hospital,CDI Hospital Onset,2014,22,41.8,30337,5.57,2.98,9.42,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Significantly lower than NYS 2014 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,CDI Possibly-My-Hospital Associated,2014,8,,45790,1.75,0.08,0.34,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(43.08485, -73.796168)"
818,Saratoga Hospital,CLABSI Medical Surgical ICU,2014,0,1.19,1377,0,0,2.18,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,CLABSI Overall Standardized Infection Ratio,2014,0,1.19,,0,0,2.51,,Not significantly different than NYS 2014 average,"(43.08485, -73.796168)"
818,Saratoga Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2014,0,,9273,0,,,"# admission prevalent CRE BSIs per 1,0000 admissions",Not compared,"(43.08485, -73.796168)"
818,Saratoga Hospital,CRE Admission Prevalence Rate- all body sites,2014,0,,9273,0,,,"# admission prevalent CRE infections per 1,0000 admissions",Not compared,"(43.08485, -73.796168)"
818,Saratoga Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,0,,47337,0,0,0.78,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(43.08485, -73.796168)"
818,Saratoga Hospital,CRE Hospital Onset Infection Rate- all body sites,2014,0,,47337,0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(43.08485, -73.796168)"
818,Saratoga Hospital,SSI Colon,2014,2,5.19,105,2.54,0.31,9.16,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(43.08485, -73.796168)"
