Facility ID,Hospital Name,Detailed Region,Region,Procedure,Year of Hospital Discharge,Number of Cases,Number of Deaths,Observed Mortality Rate,Expected Mortality Rate,Risk-Adjusted Mortality Rate,Lower Limit of Confidence Interval,Upper Limit of Confidence Interval,Comparison Results
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Non-Emergency PCI,2011,66,2,3.03,0.41,4.81,0.54,17.38,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Non-Emergency PCI,2011,1704,6,0.35,0.49,0.47,0.17,1.01,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Non-Emergency PCI,2011,1635,10,0.61,0.60,0.67,0.32,1.23,Rate not different than Statewide Rate
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2011,260,2,0.77,0.67,0.75,0.08,2.70,Rate not different than Statewide Rate
0746,M I Bassett Hospital,Capital District,Capital District,Non-Emergency PCI,2011,237,0,0.00,0.51,0.00,0.00,1.99,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2011,895,3,0.34,1.04,0.21,0.04,0.62,Rate significantly lower than Statewide Rate
0213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2011,512,5,0.98,0.65,0.99,0.32,2.30,Rate not different than Statewide Rate
0215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2011,520,2,0.38,0.61,0.41,0.05,1.49,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Non-Emergency PCI,2011,503,1,0.20,0.55,0.23,0.00,1.31,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Non-Emergency PCI,2011,404,6,1.49,0.75,1.30,0.47,2.82,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Non-Emergency PCI,2011,4581,24,0.52,0.63,0.55,0.35,0.81,Rate not different than Statewide Rate
1637,NY Hospital - Queens,Queens,NY Metro - NYC,Non-Emergency PCI,2011,552,4,0.72,0.61,0.78,0.21,2.00,Rate not different than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Non-Emergency PCI,2011,1426,8,0.56,0.54,0.68,0.29,1.33,Rate not different than Statewide Rate
1464,NYP- Columbia Presby.,Manhattan,NY Metro - NYC,Non-Emergency PCI,2011,2865,12,0.42,0.66,0.41,0.21,0.72,Rate not different than Statewide Rate
1458,NYP- Weill Cornell,Manhattan,NY Metro - NYC,Non-Emergency PCI,2011,1214,15,1.24,0.99,0.82,0.46,1.34,Rate not different than Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Non-Emergency PCI,2011,1064,4,0.38,0.52,0.47,0.13,1.21,Rate not different than Statewide Rate
0541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,1276,8,0.63,0.76,0.54,0.23,1.07,Rate not different than Statewide Rate
0699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2011,447,2,0.45,0.63,0.46,0.05,1.66,Rate not different than Statewide Rate
0411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2011,1307,9,0.69,0.71,0.63,0.29,1.20,Rate not different than Statewide Rate
0527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,443,1,0.23,0.62,0.24,0.00,1.32,Rate not different than Statewide Rate
0924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,482,2,0.41,0.50,0.54,0.06,1.96,Rate not different than Statewide Rate
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Non-Emergency PCI,2011,38,1,2.63,0.58,2.96,0.04,16.45,Rate not different than Statewide Rate
0943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,199,1,0.50,0.53,0.62,0.01,3.47,Rate not different than Statewide Rate
0598,St. Elizabeth Med Ctr,Central NY,Central NY,Non-Emergency PCI,2011,752,4,0.53,0.60,0.58,0.16,1.49,Rate not different than Statewide Rate
0563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,2457,21,0.85,0.81,0.69,0.43,1.05,Rate not different than Statewide Rate
0630,St. Josephs Hospital,Central NY,Central NY,Non-Emergency PCI,2011,1843,13,0.71,0.65,0.71,0.38,1.21,Rate not different than Statewide Rate
0694,St. Lukes Crnwll-Newbrg,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2011,260,4,1.54,0.72,1.39,0.38,3.57,Rate not different than Statewide Rate
1469,St. Lukes at St. Lukes,Manhattan,NY Metro - NYC,Non-Emergency PCI,2011,434,4,0.92,0.70,0.86,0.23,2.20,Rate not different than Statewide Rate
0005,St. Peters Hospital,Capital District,Capital District,Non-Emergency PCI,2011,571,5,0.88,0.62,0.92,0.30,2.15,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Non-Emergency PCI,2011,834,5,0.60,0.60,0.66,0.21,1.53,Rate not different than Statewide Rate
0413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2011,625,5,0.80,0.61,0.85,0.27,1.99,Rate not different than Statewide Rate
0058,UHS - Wilson Med Ctr,Central NY,Central NY,Non-Emergency PCI,2011,560,5,0.89,0.67,0.87,0.28,2.04,Rate not different than Statewide Rate
0471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2011,176,1,0.57,0.63,0.59,0.01,3.26,Rate not different than Statewide Rate
1302,Univ. Brooklyn @ LICH,Kings,NY Metro - NYC,Non-Emergency PCI,2011,146,1,0.68,0.65,0.69,0.01,3.84,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Non-Emergency PCI,2011,347,2,0.58,0.55,0.69,0.08,2.48,Rate not different than Statewide Rate
0245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,1122,10,0.89,0.83,0.70,0.33,1.29,Rate not different than Statewide Rate
0635,Univ. Hosp-Upstate,Central NY,Central NY,Non-Emergency PCI,2011,165,2,1.21,0.84,0.95,0.11,3.41,Rate not different than Statewide Rate
0181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2011,495,2,0.40,0.55,0.48,0.05,1.74,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2011,557,7,1.26,0.81,1.02,0.41,2.09,Rate not different than Statewide Rate
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2011,194,3,1.55,0.76,1.33,0.27,3.89,Rate not different than Statewide Rate
0511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,797,4,0.50,0.74,0.44,0.12,1.13,Rate not different than Statewide Rate
0001,Albany Medical Center,Capital District,Capital District,CABG,2011,241,0,0.00,1.47,0.00,0.00,1.28,Rate not different than Statewide Rate
0116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,CABG,2011,81,0,0.00,0.99,0.00,0.00,5.68,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,CABG,2011,93,1,1.08,1.12,1.19,0.02,6.62,Rate not different than Statewide Rate
1439,Beth Israel Med Ctr,Manhattan,NY Metro - NYC,CABG,2011,164,1,0.61,0.79,0.95,0.01,5.30,Rate not different than Statewide Rate
0207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,CABG,2011,288,4,1.39,1.18,1.46,0.39,3.73,Rate not different than Statewide Rate
0135,Champ.Valley Phys Hosp,Capital District,Capital District,CABG,2011,80,2,2.50,0.88,3.53,0.40,12.75,Rate not different than Statewide Rate
0829,Ellis Hospital,Capital District,Capital District,CABG,2011,180,1,0.56,1.24,0.56,0.01,3.10,Rate not different than Statewide Rate
0210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,CABG,2011,81,0,0.00,0.81,0.00,0.00,6.92,Rate not different than Statewide Rate
0779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2011,119,0,0.00,0.93,0.00,0.00,4.12,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,CABG,2011,133,2,1.50,1.30,1.44,0.16,5.18,Rate not different than Statewide Rate
0746,M I Bassett Hospital,Capital District,Capital District,CABG,2011,63,1,1.59,1.12,1.76,0.02,9.78,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,CABG,2011,272,2,0.74,1.78,0.51,0.06,1.85,Rate not different than Statewide Rate
0213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,CABG,2011,361,3,0.83,1.21,0.85,0.17,2.48,Rate not different than Statewide Rate
0215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,CABG,2011,211,2,0.95,1.19,0.99,0.11,3.57,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,CABG,2011,178,2,1.12,1.26,1.10,0.12,3.98,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,CABG,2011,207,0,0.00,1.08,0.00,0.00,2.04,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,CABG,2011,304,6,1.97,0.89,2.74,1.00,5.97,Rate not different than Statewide Rate
1637,NY Hospital - Queens,Queens,NY Metro - NYC,CABG,2011,98,1,1.02,0.84,1.51,0.02,8.39,Rate not different than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,CABG,2011,91,1,1.10,1.19,1.15,0.02,6.39,Rate not different than Statewide Rate
1464,NYP- Columbia Presby.,Manhattan,NY Metro - NYC,CABG,2011,368,7,1.90,1.21,1.96,0.78,4.03,Rate not different than Statewide Rate
1458,NYP- Weill Cornell,Manhattan,NY Metro - NYC,CABG,2011,183,2,1.09,0.97,1.39,0.16,5.03,Rate not different than Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,CABG,2011,132,4,3.03,0.82,4.58,1.23,11.72,Rate not different than Statewide Rate
0541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,CABG,2011,364,3,0.82,1.13,0.90,0.18,2.63,Rate not different than Statewide Rate
0411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,CABG,2011,316,6,1.90,1.42,1.65,0.60,3.60,Rate not different than Statewide Rate
0924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2011,112,2,1.79,1.63,1.36,0.15,4.92,Rate not different than Statewide Rate
0598,St. Elizabeth Med Ctr,Central NY,Central NY,CABG,2011,209,2,0.96,1.25,0.95,0.11,3.43,Rate not different than Statewide Rate
0563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2011,723,8,1.11,1.27,1.08,0.47,2.13,Rate not different than Statewide Rate
0630,St. Josephs Hospital,Central NY,Central NY,CABG,2011,395,8,2.03,1.63,1.54,0.66,3.04,Rate not different than Statewide Rate
1469,St. Lukes at St. Lukes,Manhattan,NY Metro - NYC,CABG,2011,102,2,1.96,1.76,1.38,0.16,5.00,Rate not different than Statewide Rate
0005,St. Peters Hospital,Capital District,Capital District,CABG,2011,284,3,1.06,1.07,1.23,0.25,3.58,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,CABG,2011,303,2,0.66,1.03,0.79,0.09,2.86,Rate not different than Statewide Rate
0413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,CABG,2011,249,6,2.41,1.22,2.45,0.89,5.33,Rate not different than Statewide Rate
0058,UHS - Wilson Med Ctr,Central NY,Central NY,CABG,2011,163,3,1.84,1.56,1.47,0.29,4.28,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,CABG,2011,65,2,3.08,1.80,2.12,0.24,7.66,Rate not different than Statewide Rate
0245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,CABG,2011,237,5,2.11,1.35,1.94,0.63,4.53,Rate not different than Statewide Rate
0635,Univ. Hosp-Upstate,Central NY,Central NY,CABG,2011,158,3,1.90,1.19,1.99,0.40,5.80,Rate not different than Statewide Rate
0181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2011,206,4,1.94,1.28,1.88,0.51,4.82,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2011,256,1,0.39,1.58,0.31,0.00,1.70,Rate not different than Statewide Rate
0511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,CABG,2011,285,4,1.40,0.99,1.76,0.47,4.50,Rate not different than Statewide Rate
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,All PCI,2012,474,9,1.90,1.28,1.48,0.68,2.81,Rate not different than Statewide Rate
0001,Albany Medical Center,Capital District,Capital District,Emergency PCI,2009-2011,470,17,3.62,2.51,4.35,2.53,6.96,Rate not different than Statewide Rate
0116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2009-2011,341,11,3.23,2.36,4.13,2.06,7.39,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Emergency PCI,2009-2011,245,12,4.90,3.34,4.42,2.28,7.72,Rate not different than Statewide Rate
1439,Beth Israel Med Ctr,Manhattan,NY Metro - NYC,Emergency PCI,2009-2011,311,14,4.50,3.99,3.41,1.86,5.72,Rate not different than Statewide Rate
1178,Bronx-Lebanon-Cncourse,Bronx,NY Metro - NYC,Emergency PCI,2009-2011,159,9,5.66,2.46,6.94,3.17,13.18,Rate significantly higher than Statewide Rate
1286,Brookdale Hosp Med Ctr,Kings,NY Metro - NYC,Emergency PCI,2009-2011,161,10,6.21,2.98,6.28,3.01,11.56,Rate not different than Statewide Rate
0207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2009-2011,404,10,2.48,2.25,3.32,1.59,6.10,Rate not different than Statewide Rate
0977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Emergency PCI,2009-2011,59,2,3.39,2.58,3.97,0.45,14.32,Rate not different than Statewide Rate
0135,Champ.Valley Phys Hosp,Capital District,Capital District,Emergency PCI,2009-2011,353,9,2.55,3.28,2.35,1.07,4.46,Rate not different than Statewide Rate
0636,Crouse Hospital,Central NY,Central NY,Emergency PCI,2009-2011,221,11,4.98,3.48,4.31,2.15,7.72,Rate not different than Statewide Rate
0829,Ellis Hospital,Capital District,Capital District,Emergency PCI,2009-2011,505,12,2.38,2.30,3.12,1.61,5.46,Rate not different than Statewide Rate
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Emergency PCI,2009-2011,351,4,1.14,2.72,1.27,0.34,3.24,Rate not different than Statewide Rate
0210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2009-2011,233,9,3.86,3.25,3.59,1.64,6.81,Rate not different than Statewide Rate
0599,Faxton - St. Lukes,Central NY,Central NY,Emergency PCI,2009-2011,124,4,3.23,2.47,3.94,1.06,10.10,Rate not different than Statewide Rate
1005,Glens Falls Hospital,Capital District,Capital District,Emergency PCI,2009-2011,179,3,1.68,2.13,2.38,0.48,6.95,Rate not different than Statewide Rate
0779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2009-2011,488,20,4.10,3.07,4.03,2.46,6.22,Rate not different than Statewide Rate
0925,Good Sam - West Islip,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,259,7,2.70,2.18,3.75,1.50,7.72,Rate not different than Statewide Rate
0913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,203,1,0.49,2.06,0.72,0.01,4.02,Rate not different than Statewide Rate
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Emergency PCI,2009-2011,446,22,4.93,3.38,4.40,2.76,6.67,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2009-2011,309,11,3.56,3.44,3.12,1.56,5.58,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Emergency PCI,2009-2011,593,9,1.52,2.47,1.86,0.85,3.53,Rate not different than Statewide Rate
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2009-2011,142,7,4.93,4.36,3.41,1.37,7.03,Rate not different than Statewide Rate
0746,M I Bassett Hospital,Capital District,Capital District,Emergency PCI,2009-2011,310,10,3.23,2.32,4.20,2.01,7.73,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2009-2011,589,17,2.89,3.89,2.24,1.30,3.58,Rate not different than Statewide Rate
0213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2009-2011,496,17,3.43,2.61,3.96,2.31,6.34,Rate not different than Statewide Rate
0215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Emergency PCI,2009-2011,367,8,2.18,2.60,2.53,1.09,4.99,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Emergency PCI,2009-2011,401,10,2.49,2.30,3.27,1.57,6.02,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Emergency PCI,2009-2011,365,17,4.66,2.84,4.95,2.88,7.93,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2009-2011,293,10,3.41,4.38,2.35,1.13,4.33,Rate not different than Statewide Rate
1637,NY Hospital - Queens,Queens,NY Metro - NYC,Emergency PCI,2009-2011,396,11,2.78,3.33,2.52,1.26,4.51,Rate not different than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Emergency PCI,2009-2011,194,12,6.19,4.38,4.26,2.20,7.45,Rate not different than Statewide Rate
1464,NYP- Columbia Presby.,Manhattan,NY Metro - NYC,Emergency PCI,2009-2011,448,17,3.79,5.38,2.13,1.24,3.41,Rate not different than Statewide Rate
1458,NYP- Weill Cornell,Manhattan,NY Metro - NYC,Emergency PCI,2009-2011,433,12,2.77,4.64,1.80,0.93,3.15,Rate not different than Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Emergency PCI,2009-2011,166,7,4.22,3.72,3.42,1.37,7.04,Rate not different than Statewide Rate
0541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,904,11,1.22,2.92,1.26,0.63,2.25,Rate significantly lower than Statewide Rate
0699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2009-2011,283,5,1.77,2.26,2.36,0.76,5.50,Rate not different than Statewide Rate
0411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2009-2011,843,23,2.73,2.18,3.78,2.39,5.67,Rate not different than Statewide Rate
0527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,314,11,3.50,3.26,3.24,1.61,5.80,Rate not different than Statewide Rate
0924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,227,7,3.08,2.11,4.41,1.77,9.08,Rate not different than Statewide Rate
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Emergency PCI,2009-2011,13,0,0.00,1.68,0.00,0.00,50.77,Rate not different than Statewide Rate
0943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,156,2,1.28,2.66,1.45,0.16,5.25,Rate not different than Statewide Rate
0598,St. Elizabeth Med Ctr,Central NY,Central NY,Emergency PCI,2009-2011,404,13,3.22,3.52,2.76,1.47,4.72,Rate not different than Statewide Rate
0563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,527,19,3.61,3.96,2.75,1.65,4.29,Rate not different than Statewide Rate
0630,St. Josephs Hospital,Central NY,Central NY,Emergency PCI,2009-2011,1146,27,2.36,2.68,2.65,1.75,3.86,Rate not different than Statewide Rate
0694,St. Lukes Crnwll-Newbrg,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2009-2011,156,4,2.56,3.28,2.36,0.63,6.04,Rate not different than Statewide Rate
1469,St. Lukes at St. Lukes,Manhattan,NY Metro - NYC,Emergency PCI,2009-2011,255,14,5.49,4.88,3.40,1.86,5.70,Rate not different than Statewide Rate
0005,St. Peters Hospital,Capital District,Capital District,Emergency PCI,2009-2011,593,12,2.02,2.15,2.84,1.46,4.96,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Emergency PCI,2009-2011,469,15,3.20,3.36,2.87,1.61,4.74,Rate not different than Statewide Rate
0413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2009-2011,826,20,2.42,2.65,2.76,1.69,4.26,Rate not different than Statewide Rate
0058,UHS - Wilson Med Ctr,Central NY,Central NY,Emergency PCI,2009-2011,494,12,2.43,3.37,2.18,1.12,3.80,Rate not different than Statewide Rate
0471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Emergency PCI,2009-2011,202,8,3.96,4.20,2.85,1.23,5.61,Rate not different than Statewide Rate
1302,Univ. Brooklyn @ LICH,Kings,NY Metro - NYC,Emergency PCI,2009-2011,135,6,4.44,3.49,3.84,1.40,8.37,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Emergency PCI,2009-2011,237,9,3.80,3.44,3.33,1.52,6.32,Rate not different than Statewide Rate
0245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,1197,40,3.34,2.82,3.57,2.55,4.86,Rate not different than Statewide Rate
0635,Univ. Hosp-Upstate,Central NY,Central NY,Emergency PCI,2009-2011,263,9,3.42,2.81,3.68,1.68,6.98,Rate not different than Statewide Rate
0181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2009-2011,471,12,2.55,2.45,3.14,1.62,5.49,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2009-2011,523,15,2.87,2.92,2.96,1.66,4.88,Rate not different than Statewide Rate
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2009-2011,86,3,3.49,3.01,3.50,0.70,10.22,Rate not different than Statewide Rate
0511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Emergency PCI,2009-2011,359,8,2.23,3.07,2.19,0.94,4.32,Rate not different than Statewide Rate
0001,Albany Medical Center,Capital District,Capital District,Valve or Valve/CABG,2009-2011,532,18,3.38,3.97,3.59,2.13,5.68,Rate not different than Statewide Rate
0116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2009-2011,123,9,7.32,2.67,11.56,5.28,21.95,Rate significantly higher than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,272,12,4.41,3.27,5.69,2.94,9.95,Rate not different than Statewide Rate
1439,Beth Israel Med Ctr,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,291,19,6.53,3.90,7.07,4.26,11.05,Rate significantly higher than Statewide Rate
0207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2009-2011,493,13,2.64,3.18,3.50,1.86,5.99,Rate not different than Statewide Rate
0135,Champ.Valley Phys Hosp,Capital District,Capital District,Valve or Valve/CABG,2009-2011,75,4,5.33,2.21,10.19,2.74,26.10,Rate not different than Statewide Rate
0829,Ellis Hospital,Capital District,Capital District,Valve or Valve/CABG,2009-2011,299,12,4.01,3.90,4.34,2.24,7.59,Rate not different than Statewide Rate
0210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2009-2011,54,3,5.56,4.30,5.46,1.10,15.95,Rate not different than Statewide Rate
0779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2009-2011,171,6,3.51,3.10,4.78,1.74,10.40,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,544,34,6.25,4.88,5.40,3.74,7.55,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Valve or Valve/CABG,2009-2011,618,15,2.43,4.88,2.10,1.17,3.46,Rate significantly lower than Statewide Rate
0746,M I Bassett Hospital,Capital District,Capital District,Valve or Valve/CABG,2009-2011,105,1,0.95,3.28,1.23,0.02,6.82,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Valve or Valve/CABG,2009-2011,428,17,3.97,4.87,3.44,2.00,5.51,Rate not different than Statewide Rate
0213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2009-2011,417,17,4.08,3.22,5.34,3.11,8.55,Rate not different than Statewide Rate
0215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Valve or Valve/CABG,2009-2011,259,8,3.09,2.51,5.20,2.24,10.24,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Valve or Valve/CABG,2009-2011,418,22,5.26,4.84,4.59,2.88,6.95,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Valve or Valve/CABG,2009-2011,363,25,6.89,4.70,6.19,4.00,9.14,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,1597,67,4.20,3.58,4.94,3.83,6.28,Rate not different than Statewide Rate
1637,NY Hospital - Queens,Queens,NY Metro - NYC,Valve or Valve/CABG,2009-2011,93,1,1.08,2.59,1.75,0.02,9.76,Rate not different than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Valve or Valve/CABG,2009-2011,181,7,3.87,4.04,4.05,1.62,8.34,Rate not different than Statewide Rate
1464,NYP- Columbia Presby.,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,1876,78,4.16,4.27,4.11,3.25,5.12,Rate not different than Statewide Rate
1458,NYP- Weill Cornell,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,1296,31,2.39,3.71,2.72,1.85,3.86,Rate significantly lower than Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,1265,44,3.48,3.22,4.56,3.31,6.12,Rate not different than Statewide Rate
0541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2009-2011,1326,54,4.07,5.04,3.41,2.56,4.45,Rate not different than Statewide Rate
0411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2009-2011,974,56,5.75,4.55,5.34,4.03,6.93,Rate not different than Statewide Rate
0924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2009-2011,104,1,0.96,4.73,0.86,0.01,4.77,Rate not different than Statewide Rate
